folder_name,input_folder,output_folder
404A_801028.0493,/home/linux/IHCPs/dataset_pm1000_sin_white/input/404A_801028.0493,/home/linux/IHCPs/dataset_pm1000_sin_white/output/404A_801028.0493
405A_769318.5541,/home/linux/IHCPs/dataset_pm1000_sin_white/input/405A_769318.5541,/home/linux/IHCPs/dataset_pm1000_sin_white/output/405A_769318.5541
406A_232738.1183,/home/linux/IHCPs/dataset_pm1000_sin_white/input/406A_232738.1183,/home/linux/IHCPs/dataset_pm1000_sin_white/output/406A_232738.1183
407A_964852.9782,/home/linux/IHCPs/dataset_pm1000_sin_white/input/407A_964852.9782,/home/linux/IHCPs/dataset_pm1000_sin_white/output/407A_964852.9782
408A_601428.93,/home/linux/IHCPs/dataset_pm1000_sin_white/input/408A_601428.93,/home/linux/IHCPs/dataset_pm1000_sin_white/output/408A_601428.93
409A_111016.8214,/home/linux/IHCPs/dataset_pm1000_sin_white/input/409A_111016.8214,/home/linux/IHCPs/dataset_pm1000_sin_white/output/409A_111016.8214
40A_363406.861,/home/linux/IHCPs/dataset_pm1000_sin_white/input/40A_363406.861,/home/linux/IHCPs/dataset_pm1000_sin_white/output/40A_363406.861
410A_626497.8056,/home/linux/IHCPs/dataset_pm1000_sin_white/input/410A_626497.8056,/home/linux/IHCPs/dataset_pm1000_sin_white/output/410A_626497.8056
411A_836217.9273,/home/linux/IHCPs/dataset_pm1000_sin_white/input/411A_836217.9273,/home/linux/IHCPs/dataset_pm1000_sin_white/output/411A_836217.9273
412A_975219.2875,/home/linux/IHCPs/dataset_pm1000_sin_white/input/412A_975219.2875,/home/linux/IHCPs/dataset_pm1000_sin_white/output/412A_975219.2875
413A_962312.5846,/home/linux/IHCPs/dataset_pm1000_sin_white/input/413A_962312.5846,/home/linux/IHCPs/dataset_pm1000_sin_white/output/413A_962312.5846
414A_498085.3851,/home/linux/IHCPs/dataset_pm1000_sin_white/input/414A_498085.3851,/home/linux/IHCPs/dataset_pm1000_sin_white/output/414A_498085.3851
415A_151617.7112,/home/linux/IHCPs/dataset_pm1000_sin_white/input/415A_151617.7112,/home/linux/IHCPs/dataset_pm1000_sin_white/output/415A_151617.7112
416A_315661.0071,/home/linux/IHCPs/dataset_pm1000_sin_white/input/416A_315661.0071,/home/linux/IHCPs/dataset_pm1000_sin_white/output/416A_315661.0071
417A_852935.0362,/home/linux/IHCPs/dataset_pm1000_sin_white/input/417A_852935.0362,/home/linux/IHCPs/dataset_pm1000_sin_white/output/417A_852935.0362
418A_514031.1108,/home/linux/IHCPs/dataset_pm1000_sin_white/input/418A_514031.1108,/home/linux/IHCPs/dataset_pm1000_sin_white/output/418A_514031.1108
419A_725388.3524,/home/linux/IHCPs/dataset_pm1000_sin_white/input/419A_725388.3524,/home/linux/IHCPs/dataset_pm1000_sin_white/output/419A_725388.3524
41A_716497.1689,/home/linux/IHCPs/dataset_pm1000_sin_white/input/41A_716497.1689,/home/linux/IHCPs/dataset_pm1000_sin_white/output/41A_716497.1689
420A_732486.1367,/home/linux/IHCPs/dataset_pm1000_sin_white/input/420A_732486.1367,/home/linux/IHCPs/dataset_pm1000_sin_white/output/420A_732486.1367
421A_980948.0472,/home/linux/IHCPs/dataset_pm1000_sin_white/input/421A_980948.0472,/home/linux/IHCPs/dataset_pm1000_sin_white/output/421A_980948.0472
422A_420710.1119,/home/linux/IHCPs/dataset_pm1000_sin_white/input/422A_420710.1119,/home/linux/IHCPs/dataset_pm1000_sin_white/output/422A_420710.1119
423A_839822.142,/home/linux/IHCPs/dataset_pm1000_sin_white/input/423A_839822.142,/home/linux/IHCPs/dataset_pm1000_sin_white/output/423A_839822.142
424A_884551.6116,/home/linux/IHCPs/dataset_pm1000_sin_white/input/424A_884551.6116,/home/linux/IHCPs/dataset_pm1000_sin_white/output/424A_884551.6116
425A_150647.302,/home/linux/IHCPs/dataset_pm1000_sin_white/input/425A_150647.302,/home/linux/IHCPs/dataset_pm1000_sin_white/output/425A_150647.302
426A_786249.4265,/home/linux/IHCPs/dataset_pm1000_sin_white/input/426A_786249.4265,/home/linux/IHCPs/dataset_pm1000_sin_white/output/426A_786249.4265
427A_751640.6196,/home/linux/IHCPs/dataset_pm1000_sin_white/input/427A_751640.6196,/home/linux/IHCPs/dataset_pm1000_sin_white/output/427A_751640.6196
428A_496189.6128,/home/linux/IHCPs/dataset_pm1000_sin_white/input/428A_496189.6128,/home/linux/IHCPs/dataset_pm1000_sin_white/output/428A_496189.6128
429A_372632.0748,/home/linux/IHCPs/dataset_pm1000_sin_white/input/429A_372632.0748,/home/linux/IHCPs/dataset_pm1000_sin_white/output/429A_372632.0748
42A_849119.6266,/home/linux/IHCPs/dataset_pm1000_sin_white/input/42A_849119.6266,/home/linux/IHCPs/dataset_pm1000_sin_white/output/42A_849119.6266
430A_251022.7806,/home/linux/IHCPs/dataset_pm1000_sin_white/input/430A_251022.7806,/home/linux/IHCPs/dataset_pm1000_sin_white/output/430A_251022.7806
431A_215859.8358,/home/linux/IHCPs/dataset_pm1000_sin_white/input/431A_215859.8358,/home/linux/IHCPs/dataset_pm1000_sin_white/output/431A_215859.8358
432A_765842.5639,/home/linux/IHCPs/dataset_pm1000_sin_white/input/432A_765842.5639,/home/linux/IHCPs/dataset_pm1000_sin_white/output/432A_765842.5639
433A_147673.7514,/home/linux/IHCPs/dataset_pm1000_sin_white/input/433A_147673.7514,/home/linux/IHCPs/dataset_pm1000_sin_white/output/433A_147673.7514
434A_703519.1314,/home/linux/IHCPs/dataset_pm1000_sin_white/input/434A_703519.1314,/home/linux/IHCPs/dataset_pm1000_sin_white/output/434A_703519.1314
435A_510476.3977,/home/linux/IHCPs/dataset_pm1000_sin_white/input/435A_510476.3977,/home/linux/IHCPs/dataset_pm1000_sin_white/output/435A_510476.3977
436A_344625.0322,/home/linux/IHCPs/dataset_pm1000_sin_white/input/436A_344625.0322,/home/linux/IHCPs/dataset_pm1000_sin_white/output/436A_344625.0322
437A_267226.4284,/home/linux/IHCPs/dataset_pm1000_sin_white/input/437A_267226.4284,/home/linux/IHCPs/dataset_pm1000_sin_white/output/437A_267226.4284
438A_906379.519,/home/linux/IHCPs/dataset_pm1000_sin_white/input/438A_906379.519,/home/linux/IHCPs/dataset_pm1000_sin_white/output/438A_906379.519
439A_659459.0768,/home/linux/IHCPs/dataset_pm1000_sin_white/input/439A_659459.0768,/home/linux/IHCPs/dataset_pm1000_sin_white/output/439A_659459.0768
43A_462381.0897,/home/linux/IHCPs/dataset_pm1000_sin_white/input/43A_462381.0897,/home/linux/IHCPs/dataset_pm1000_sin_white/output/43A_462381.0897
440A_872537.4283,/home/linux/IHCPs/dataset_pm1000_sin_white/input/440A_872537.4283,/home/linux/IHCPs/dataset_pm1000_sin_white/output/440A_872537.4283
441A_768107.5049,/home/linux/IHCPs/dataset_pm1000_sin_white/input/441A_768107.5049,/home/linux/IHCPs/dataset_pm1000_sin_white/output/441A_768107.5049
442A_681922.042,/home/linux/IHCPs/dataset_pm1000_sin_white/input/442A_681922.042,/home/linux/IHCPs/dataset_pm1000_sin_white/output/442A_681922.042
443A_391285.6075,/home/linux/IHCPs/dataset_pm1000_sin_white/input/443A_391285.6075,/home/linux/IHCPs/dataset_pm1000_sin_white/output/443A_391285.6075
444A_784236.7056,/home/linux/IHCPs/dataset_pm1000_sin_white/input/444A_784236.7056,/home/linux/IHCPs/dataset_pm1000_sin_white/output/444A_784236.7056
445A_889596.1406,/home/linux/IHCPs/dataset_pm1000_sin_white/input/445A_889596.1406,/home/linux/IHCPs/dataset_pm1000_sin_white/output/445A_889596.1406
446A_421511.8159,/home/linux/IHCPs/dataset_pm1000_sin_white/input/446A_421511.8159,/home/linux/IHCPs/dataset_pm1000_sin_white/output/446A_421511.8159
447A_779988.5662,/home/linux/IHCPs/dataset_pm1000_sin_white/input/447A_779988.5662,/home/linux/IHCPs/dataset_pm1000_sin_white/output/447A_779988.5662
448A_678782.3558,/home/linux/IHCPs/dataset_pm1000_sin_white/input/448A_678782.3558,/home/linux/IHCPs/dataset_pm1000_sin_white/output/448A_678782.3558
449A_972403.4603,/home/linux/IHCPs/dataset_pm1000_sin_white/input/449A_972403.4603,/home/linux/IHCPs/dataset_pm1000_sin_white/output/449A_972403.4603
44A_544880.1717,/home/linux/IHCPs/dataset_pm1000_sin_white/input/44A_544880.1717,/home/linux/IHCPs/dataset_pm1000_sin_white/output/44A_544880.1717
450A_700582.5363,/home/linux/IHCPs/dataset_pm1000_sin_white/input/450A_700582.5363,/home/linux/IHCPs/dataset_pm1000_sin_white/output/450A_700582.5363
451A_762154.4933,/home/linux/IHCPs/dataset_pm1000_sin_white/input/451A_762154.4933,/home/linux/IHCPs/dataset_pm1000_sin_white/output/451A_762154.4933
452A_896476.1864,/home/linux/IHCPs/dataset_pm1000_sin_white/input/452A_896476.1864,/home/linux/IHCPs/dataset_pm1000_sin_white/output/452A_896476.1864
453A_638816.2732,/home/linux/IHCPs/dataset_pm1000_sin_white/input/453A_638816.2732,/home/linux/IHCPs/dataset_pm1000_sin_white/output/453A_638816.2732
454A_791718.7769,/home/linux/IHCPs/dataset_pm1000_sin_white/input/454A_791718.7769,/home/linux/IHCPs/dataset_pm1000_sin_white/output/454A_791718.7769
455A_679282.1259,/home/linux/IHCPs/dataset_pm1000_sin_white/input/455A_679282.1259,/home/linux/IHCPs/dataset_pm1000_sin_white/output/455A_679282.1259
456A_274738.7582,/home/linux/IHCPs/dataset_pm1000_sin_white/input/456A_274738.7582,/home/linux/IHCPs/dataset_pm1000_sin_white/output/456A_274738.7582
457A_414766.3663,/home/linux/IHCPs/dataset_pm1000_sin_white/input/457A_414766.3663,/home/linux/IHCPs/dataset_pm1000_sin_white/output/457A_414766.3663
458A_362149.7097,/home/linux/IHCPs/dataset_pm1000_sin_white/input/458A_362149.7097,/home/linux/IHCPs/dataset_pm1000_sin_white/output/458A_362149.7097
459A_352253.6116,/home/linux/IHCPs/dataset_pm1000_sin_white/input/459A_352253.6116,/home/linux/IHCPs/dataset_pm1000_sin_white/output/459A_352253.6116
45A_180142.7107,/home/linux/IHCPs/dataset_pm1000_sin_white/input/45A_180142.7107,/home/linux/IHCPs/dataset_pm1000_sin_white/output/45A_180142.7107
460A_416392.749,/home/linux/IHCPs/dataset_pm1000_sin_white/input/460A_416392.749,/home/linux/IHCPs/dataset_pm1000_sin_white/output/460A_416392.749
461A_409481.6793,/home/linux/IHCPs/dataset_pm1000_sin_white/input/461A_409481.6793,/home/linux/IHCPs/dataset_pm1000_sin_white/output/461A_409481.6793
462A_249192.778,/home/linux/IHCPs/dataset_pm1000_sin_white/input/462A_249192.778,/home/linux/IHCPs/dataset_pm1000_sin_white/output/462A_249192.778
463A_465826.1458,/home/linux/IHCPs/dataset_pm1000_sin_white/input/463A_465826.1458,/home/linux/IHCPs/dataset_pm1000_sin_white/output/463A_465826.1458
464A_954039.9842,/home/linux/IHCPs/dataset_pm1000_sin_white/input/464A_954039.9842,/home/linux/IHCPs/dataset_pm1000_sin_white/output/464A_954039.9842
465A_612507.7886,/home/linux/IHCPs/dataset_pm1000_sin_white/input/465A_612507.7886,/home/linux/IHCPs/dataset_pm1000_sin_white/output/465A_612507.7886
466A_855298.5082,/home/linux/IHCPs/dataset_pm1000_sin_white/input/466A_855298.5082,/home/linux/IHCPs/dataset_pm1000_sin_white/output/466A_855298.5082
467A_380482.6206,/home/linux/IHCPs/dataset_pm1000_sin_white/input/467A_380482.6206,/home/linux/IHCPs/dataset_pm1000_sin_white/output/467A_380482.6206
468A_137389.217,/home/linux/IHCPs/dataset_pm1000_sin_white/input/468A_137389.217,/home/linux/IHCPs/dataset_pm1000_sin_white/output/468A_137389.217
469A_973352.8409,/home/linux/IHCPs/dataset_pm1000_sin_white/input/469A_973352.8409,/home/linux/IHCPs/dataset_pm1000_sin_white/output/469A_973352.8409
46A_400781.7465,/home/linux/IHCPs/dataset_pm1000_sin_white/input/46A_400781.7465,/home/linux/IHCPs/dataset_pm1000_sin_white/output/46A_400781.7465
470A_328089.1926,/home/linux/IHCPs/dataset_pm1000_sin_white/input/470A_328089.1926,/home/linux/IHCPs/dataset_pm1000_sin_white/output/470A_328089.1926
471A_124454.7412,/home/linux/IHCPs/dataset_pm1000_sin_white/input/471A_124454.7412,/home/linux/IHCPs/dataset_pm1000_sin_white/output/471A_124454.7412
472A_737750.5846,/home/linux/IHCPs/dataset_pm1000_sin_white/input/472A_737750.5846,/home/linux/IHCPs/dataset_pm1000_sin_white/output/472A_737750.5846
473A_820527.5181,/home/linux/IHCPs/dataset_pm1000_sin_white/input/473A_820527.5181,/home/linux/IHCPs/dataset_pm1000_sin_white/output/473A_820527.5181
474A_442840.3112,/home/linux/IHCPs/dataset_pm1000_sin_white/input/474A_442840.3112,/home/linux/IHCPs/dataset_pm1000_sin_white/output/474A_442840.3112
475A_698246.371,/home/linux/IHCPs/dataset_pm1000_sin_white/input/475A_698246.371,/home/linux/IHCPs/dataset_pm1000_sin_white/output/475A_698246.371
476A_235090.2639,/home/linux/IHCPs/dataset_pm1000_sin_white/input/476A_235090.2639,/home/linux/IHCPs/dataset_pm1000_sin_white/output/476A_235090.2639
477A_717633.086,/home/linux/IHCPs/dataset_pm1000_sin_white/input/477A_717633.086,/home/linux/IHCPs/dataset_pm1000_sin_white/output/477A_717633.086
478A_272459.158,/home/linux/IHCPs/dataset_pm1000_sin_white/input/478A_272459.158,/home/linux/IHCPs/dataset_pm1000_sin_white/output/478A_272459.158
479A_955046.7776,/home/linux/IHCPs/dataset_pm1000_sin_white/input/479A_955046.7776,/home/linux/IHCPs/dataset_pm1000_sin_white/output/479A_955046.7776
47A_274073.9962,/home/linux/IHCPs/dataset_pm1000_sin_white/input/47A_274073.9962,/home/linux/IHCPs/dataset_pm1000_sin_white/output/47A_274073.9962
480A_674283.3487,/home/linux/IHCPs/dataset_pm1000_sin_white/input/480A_674283.3487,/home/linux/IHCPs/dataset_pm1000_sin_white/output/480A_674283.3487
481A_643596.7854,/home/linux/IHCPs/dataset_pm1000_sin_white/input/481A_643596.7854,/home/linux/IHCPs/dataset_pm1000_sin_white/output/481A_643596.7854
482A_705932.6251,/home/linux/IHCPs/dataset_pm1000_sin_white/input/482A_705932.6251,/home/linux/IHCPs/dataset_pm1000_sin_white/output/482A_705932.6251
483A_500779.6146,/home/linux/IHCPs/dataset_pm1000_sin_white/input/483A_500779.6146,/home/linux/IHCPs/dataset_pm1000_sin_white/output/483A_500779.6146
484A_981202.8569,/home/linux/IHCPs/dataset_pm1000_sin_white/input/484A_981202.8569,/home/linux/IHCPs/dataset_pm1000_sin_white/output/484A_981202.8569
485A_596977.3703,/home/linux/IHCPs/dataset_pm1000_sin_white/input/485A_596977.3703,/home/linux/IHCPs/dataset_pm1000_sin_white/output/485A_596977.3703
486A_983543.5348,/home/linux/IHCPs/dataset_pm1000_sin_white/input/486A_983543.5348,/home/linux/IHCPs/dataset_pm1000_sin_white/output/486A_983543.5348
487A_922773.6711,/home/linux/IHCPs/dataset_pm1000_sin_white/input/487A_922773.6711,/home/linux/IHCPs/dataset_pm1000_sin_white/output/487A_922773.6711
488A_618751.0051,/home/linux/IHCPs/dataset_pm1000_sin_white/input/488A_618751.0051,/home/linux/IHCPs/dataset_pm1000_sin_white/output/488A_618751.0051
489A_197465.8209,/home/linux/IHCPs/dataset_pm1000_sin_white/input/489A_197465.8209,/home/linux/IHCPs/dataset_pm1000_sin_white/output/489A_197465.8209
48A_239346.2355,/home/linux/IHCPs/dataset_pm1000_sin_white/input/48A_239346.2355,/home/linux/IHCPs/dataset_pm1000_sin_white/output/48A_239346.2355
490A_298441.8434,/home/linux/IHCPs/dataset_pm1000_sin_white/input/490A_298441.8434,/home/linux/IHCPs/dataset_pm1000_sin_white/output/490A_298441.8434
491A_497392.4423,/home/linux/IHCPs/dataset_pm1000_sin_white/input/491A_497392.4423,/home/linux/IHCPs/dataset_pm1000_sin_white/output/491A_497392.4423
492A_212481.3476,/home/linux/IHCPs/dataset_pm1000_sin_white/input/492A_212481.3476,/home/linux/IHCPs/dataset_pm1000_sin_white/output/492A_212481.3476
493A_396843.5292,/home/linux/IHCPs/dataset_pm1000_sin_white/input/493A_396843.5292,/home/linux/IHCPs/dataset_pm1000_sin_white/output/493A_396843.5292
494A_196993.5502,/home/linux/IHCPs/dataset_pm1000_sin_white/input/494A_196993.5502,/home/linux/IHCPs/dataset_pm1000_sin_white/output/494A_196993.5502
495A_524864.4569,/home/linux/IHCPs/dataset_pm1000_sin_white/input/495A_524864.4569,/home/linux/IHCPs/dataset_pm1000_sin_white/output/495A_524864.4569
496A_757809.505,/home/linux/IHCPs/dataset_pm1000_sin_white/input/496A_757809.505,/home/linux/IHCPs/dataset_pm1000_sin_white/output/496A_757809.505
497A_314301.7229,/home/linux/IHCPs/dataset_pm1000_sin_white/input/497A_314301.7229,/home/linux/IHCPs/dataset_pm1000_sin_white/output/497A_314301.7229
498A_481094.7049,/home/linux/IHCPs/dataset_pm1000_sin_white/input/498A_481094.7049,/home/linux/IHCPs/dataset_pm1000_sin_white/output/498A_481094.7049
499A_326180.313,/home/linux/IHCPs/dataset_pm1000_sin_white/input/499A_326180.313,/home/linux/IHCPs/dataset_pm1000_sin_white/output/499A_326180.313
49A_715465.0227,/home/linux/IHCPs/dataset_pm1000_sin_white/input/49A_715465.0227,/home/linux/IHCPs/dataset_pm1000_sin_white/output/49A_715465.0227
4A_845771.6404,/home/linux/IHCPs/dataset_pm1000_sin_white/input/4A_845771.6404,/home/linux/IHCPs/dataset_pm1000_sin_white/output/4A_845771.6404
50A_861787.4425,/home/linux/IHCPs/dataset_pm1000_sin_white/input/50A_861787.4425,/home/linux/IHCPs/dataset_pm1000_sin_white/output/50A_861787.4425
51A_790671.1781,/home/linux/IHCPs/dataset_pm1000_sin_white/input/51A_790671.1781,/home/linux/IHCPs/dataset_pm1000_sin_white/output/51A_790671.1781
52A_975873.8907,/home/linux/IHCPs/dataset_pm1000_sin_white/input/52A_975873.8907,/home/linux/IHCPs/dataset_pm1000_sin_white/output/52A_975873.8907
53A_549475.2471,/home/linux/IHCPs/dataset_pm1000_sin_white/input/53A_549475.2471,/home/linux/IHCPs/dataset_pm1000_sin_white/output/53A_549475.2471
54A_623287.0232,/home/linux/IHCPs/dataset_pm1000_sin_white/input/54A_623287.0232,/home/linux/IHCPs/dataset_pm1000_sin_white/output/54A_623287.0232
55A_274872.5526,/home/linux/IHCPs/dataset_pm1000_sin_white/input/55A_274872.5526,/home/linux/IHCPs/dataset_pm1000_sin_white/output/55A_274872.5526
56A_321127.0802,/home/linux/IHCPs/dataset_pm1000_sin_white/input/56A_321127.0802,/home/linux/IHCPs/dataset_pm1000_sin_white/output/56A_321127.0802
57A_779021.8849,/home/linux/IHCPs/dataset_pm1000_sin_white/input/57A_779021.8849,/home/linux/IHCPs/dataset_pm1000_sin_white/output/57A_779021.8849
58A_170764.3441,/home/linux/IHCPs/dataset_pm1000_sin_white/input/58A_170764.3441,/home/linux/IHCPs/dataset_pm1000_sin_white/output/58A_170764.3441
59A_109341.7944,/home/linux/IHCPs/dataset_pm1000_sin_white/input/59A_109341.7944,/home/linux/IHCPs/dataset_pm1000_sin_white/output/59A_109341.7944
5A_636389.7844,/home/linux/IHCPs/dataset_pm1000_sin_white/input/5A_636389.7844,/home/linux/IHCPs/dataset_pm1000_sin_white/output/5A_636389.7844
60A_469691.9402,/home/linux/IHCPs/dataset_pm1000_sin_white/input/60A_469691.9402,/home/linux/IHCPs/dataset_pm1000_sin_white/output/60A_469691.9402
61A_796599.8952,/home/linux/IHCPs/dataset_pm1000_sin_white/input/61A_796599.8952,/home/linux/IHCPs/dataset_pm1000_sin_white/output/61A_796599.8952
62A_517505.0992,/home/linux/IHCPs/dataset_pm1000_sin_white/input/62A_517505.0992,/home/linux/IHCPs/dataset_pm1000_sin_white/output/62A_517505.0992
63A_726553.0817,/home/linux/IHCPs/dataset_pm1000_sin_white/input/63A_726553.0817,/home/linux/IHCPs/dataset_pm1000_sin_white/output/63A_726553.0817
64A_528230.3831,/home/linux/IHCPs/dataset_pm1000_sin_white/input/64A_528230.3831,/home/linux/IHCPs/dataset_pm1000_sin_white/output/64A_528230.3831
65A_985104.2032,/home/linux/IHCPs/dataset_pm1000_sin_white/input/65A_985104.2032,/home/linux/IHCPs/dataset_pm1000_sin_white/output/65A_985104.2032
66A_225676.0878,/home/linux/IHCPs/dataset_pm1000_sin_white/input/66A_225676.0878,/home/linux/IHCPs/dataset_pm1000_sin_white/output/66A_225676.0878
67A_282095.4432,/home/linux/IHCPs/dataset_pm1000_sin_white/input/67A_282095.4432,/home/linux/IHCPs/dataset_pm1000_sin_white/output/67A_282095.4432
68A_818738.5216,/home/linux/IHCPs/dataset_pm1000_sin_white/input/68A_818738.5216,/home/linux/IHCPs/dataset_pm1000_sin_white/output/68A_818738.5216
69A_252525.9752,/home/linux/IHCPs/dataset_pm1000_sin_white/input/69A_252525.9752,/home/linux/IHCPs/dataset_pm1000_sin_white/output/69A_252525.9752
6A_286367.4148,/home/linux/IHCPs/dataset_pm1000_sin_white/input/6A_286367.4148,/home/linux/IHCPs/dataset_pm1000_sin_white/output/6A_286367.4148
70A_311095.9422,/home/linux/IHCPs/dataset_pm1000_sin_white/input/70A_311095.9422,/home/linux/IHCPs/dataset_pm1000_sin_white/output/70A_311095.9422
71A_732814.9591,/home/linux/IHCPs/dataset_pm1000_sin_white/input/71A_732814.9591,/home/linux/IHCPs/dataset_pm1000_sin_white/output/71A_732814.9591
72A_583643.3203,/home/linux/IHCPs/dataset_pm1000_sin_white/input/72A_583643.3203,/home/linux/IHCPs/dataset_pm1000_sin_white/output/72A_583643.3203
73A_927251.9988,/home/linux/IHCPs/dataset_pm1000_sin_white/input/73A_927251.9988,/home/linux/IHCPs/dataset_pm1000_sin_white/output/73A_927251.9988
74A_362525.791,/home/linux/IHCPs/dataset_pm1000_sin_white/input/74A_362525.791,/home/linux/IHCPs/dataset_pm1000_sin_white/output/74A_362525.791
75A_748466.7982,/home/linux/IHCPs/dataset_pm1000_sin_white/input/75A_748466.7982,/home/linux/IHCPs/dataset_pm1000_sin_white/output/75A_748466.7982
76A_701589.1264,/home/linux/IHCPs/dataset_pm1000_sin_white/input/76A_701589.1264,/home/linux/IHCPs/dataset_pm1000_sin_white/output/76A_701589.1264
77A_314288.81,/home/linux/IHCPs/dataset_pm1000_sin_white/input/77A_314288.81,/home/linux/IHCPs/dataset_pm1000_sin_white/output/77A_314288.81
78A_475917.5244,/home/linux/IHCPs/dataset_pm1000_sin_white/input/78A_475917.5244,/home/linux/IHCPs/dataset_pm1000_sin_white/output/78A_475917.5244
79A_452855.9649,/home/linux/IHCPs/dataset_pm1000_sin_white/input/79A_452855.9649,/home/linux/IHCPs/dataset_pm1000_sin_white/output/79A_452855.9649
7A_307052.4446,/home/linux/IHCPs/dataset_pm1000_sin_white/input/7A_307052.4446,/home/linux/IHCPs/dataset_pm1000_sin_white/output/7A_307052.4446
80A_426107.4006,/home/linux/IHCPs/dataset_pm1000_sin_white/input/80A_426107.4006,/home/linux/IHCPs/dataset_pm1000_sin_white/output/80A_426107.4006
81A_356818.6243,/home/linux/IHCPs/dataset_pm1000_sin_white/input/81A_356818.6243,/home/linux/IHCPs/dataset_pm1000_sin_white/output/81A_356818.6243
82A_678630.3121,/home/linux/IHCPs/dataset_pm1000_sin_white/input/82A_678630.3121,/home/linux/IHCPs/dataset_pm1000_sin_white/output/82A_678630.3121
83A_411753.3845,/home/linux/IHCPs/dataset_pm1000_sin_white/input/83A_411753.3845,/home/linux/IHCPs/dataset_pm1000_sin_white/output/83A_411753.3845
84A_398331.8821,/home/linux/IHCPs/dataset_pm1000_sin_white/input/84A_398331.8821,/home/linux/IHCPs/dataset_pm1000_sin_white/output/84A_398331.8821
85A_125929.589,/home/linux/IHCPs/dataset_pm1000_sin_white/input/85A_125929.589,/home/linux/IHCPs/dataset_pm1000_sin_white/output/85A_125929.589
86A_678386.2863,/home/linux/IHCPs/dataset_pm1000_sin_white/input/86A_678386.2863,/home/linux/IHCPs/dataset_pm1000_sin_white/output/86A_678386.2863
87A_833311.3338,/home/linux/IHCPs/dataset_pm1000_sin_white/input/87A_833311.3338,/home/linux/IHCPs/dataset_pm1000_sin_white/output/87A_833311.3338
88A_102016.7568,/home/linux/IHCPs/dataset_pm1000_sin_white/input/88A_102016.7568,/home/linux/IHCPs/dataset_pm1000_sin_white/output/88A_102016.7568
89A_245354.4066,/home/linux/IHCPs/dataset_pm1000_sin_white/input/89A_245354.4066,/home/linux/IHCPs/dataset_pm1000_sin_white/output/89A_245354.4066
8A_646620.7572,/home/linux/IHCPs/dataset_pm1000_sin_white/input/8A_646620.7572,/home/linux/IHCPs/dataset_pm1000_sin_white/output/8A_646620.7572
90A_431506.8476,/home/linux/IHCPs/dataset_pm1000_sin_white/input/90A_431506.8476,/home/linux/IHCPs/dataset_pm1000_sin_white/output/90A_431506.8476
91A_393592.6858,/home/linux/IHCPs/dataset_pm1000_sin_white/input/91A_393592.6858,/home/linux/IHCPs/dataset_pm1000_sin_white/output/91A_393592.6858
92A_664813.2172,/home/linux/IHCPs/dataset_pm1000_sin_white/input/92A_664813.2172,/home/linux/IHCPs/dataset_pm1000_sin_white/output/92A_664813.2172
93A_980914.2519,/home/linux/IHCPs/dataset_pm1000_sin_white/input/93A_980914.2519,/home/linux/IHCPs/dataset_pm1000_sin_white/output/93A_980914.2519
94A_462728.2563,/home/linux/IHCPs/dataset_pm1000_sin_white/input/94A_462728.2563,/home/linux/IHCPs/dataset_pm1000_sin_white/output/94A_462728.2563
95A_334438.6852,/home/linux/IHCPs/dataset_pm1000_sin_white/input/95A_334438.6852,/home/linux/IHCPs/dataset_pm1000_sin_white/output/95A_334438.6852
96A_867474.9073,/home/linux/IHCPs/dataset_pm1000_sin_white/input/96A_867474.9073,/home/linux/IHCPs/dataset_pm1000_sin_white/output/96A_867474.9073
97A_865258.7671,/home/linux/IHCPs/dataset_pm1000_sin_white/input/97A_865258.7671,/home/linux/IHCPs/dataset_pm1000_sin_white/output/97A_865258.7671
98A_148230.0105,/home/linux/IHCPs/dataset_pm1000_sin_white/input/98A_148230.0105,/home/linux/IHCPs/dataset_pm1000_sin_white/output/98A_148230.0105
99A_504116.227,/home/linux/IHCPs/dataset_pm1000_sin_white/input/99A_504116.227,/home/linux/IHCPs/dataset_pm1000_sin_white/output/99A_504116.227
9A_418258.5971,/home/linux/IHCPs/dataset_pm1000_sin_white/input/9A_418258.5971,/home/linux/IHCPs/dataset_pm1000_sin_white/output/9A_418258.5971
